species	area	Amostra	Planta	diameter	c_folha	l_folha	c_raiz	MF	MR	Mriz	Msub	Mtot	RSRatio	SSRatio	Zn	Fe	Mn	Cu	B	fe_std	zn_std	mn_std	cu_std	b_std
crassifolia	2	2	2	6.27	3.605	0.46	3.99	0.7277	0.0760	0.8755	0.9515	1.6792	0.104438642	1.307544318	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	2	3	5.71	3.4075	0.36	3.555	0.3392	0.0837	0.2544	0.3381	0.6773	0.246757075	0.996757075	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	2	4	5.24	2.985	0.3825	2.44	0.3526	0.0421	0.8201	0.8622	1.2148	0.119398752	2.445263755	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	2	5	6.56	3.45	0.355	4.48	0.4856	0.1607	0.7621	0.9228	1.4084	0.330930807	1.900329489	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	2	6	5.6	3.2325	0.475	3.9975	0.4979	0.1649	1.2226	1.3875	1.8854	0.331191002	2.786704157	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	2	7	4.71	2.6025	0.4375	3.955	0.2251	0.0741	0.4856	0.5597	0.7848	0.329187028	2.486450466	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	2	8	8.04	3.9375	0.5125	2.6975	0.4181	0.0578	1.0014	1.0592	1.4773	0.138244439	2.533365224	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	2	9	4.06	2.005	0.3175	4.12	0.1334	0.1304	0.3522	0.4826	0.6160	0.977511244	3.617691154	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	2	10	6	3.0875	0.41	3.3275	0.3132	0.0549	0.6659	0.7208	1.0340	0.175287356	2.301404853	0.16	56.77	0.43	0.08	0.08	0.298013332	0.589761092	1.075	0.249422633	1.051094891
crassifolia	2	3	1	7.66	4.01	0.5	4.345	0.7723	0.4318	1.3954	1.8272	2.5995	0.559109154	2.365919979	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	2	6.03	3.175	0.4675	4.0925	0.4538	0.3105	1.0796	1.3901	1.8439	0.684222124	3.06324372	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	3	5.75	3.3025	0.4225	3.34	0.3118	0.0954	0.6565	0.7519	1.0637	0.305965362	2.411481719	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	4	5.64	3.62	0.4575	4.1625	0.5364	0.1828	1.2641	1.4469	1.9833	0.340790455	2.697427293	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	5	7.57	3.765	0.4275	4.3075	0.3972	0.3253	1.1943	1.5196	1.9168	0.81898288	3.825780463	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	6	5.83	3.2025	0.3925	3.745	0.2431	0.1574	0.9995	1.1569	1.4000	0.647470177	4.758946935	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	7	6.08	3.1675	0.46	3.11	0.4188	0.2253	0.8230	1.0483	1.4671	0.537965616	2.503104107	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	8	4.14	2.41	0.3975	3.405	0.1768	0.0878	0.4536	0.5414	0.7182	0.496606335	3.062217195	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	9	4.84	3.645	0.4375	4.4075	0.2950	0.1670	0.6882	0.8552	1.1502	0.566101695	2.898983051	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	3	10	5.13	2.735	0.37	3.9025	0.2093	0.1583	0.5035	0.6618	0.8711	0.756330626	3.161968466	0.1	70.55	0.32	0.09	0.08	0.370351252	0.368600683	0.8	0.280600462	1.051094891
crassifolia	2	4	1	5.46	3.1675	0.45	4.84	0.7731	0.2816	0.5992	0.8808	1.6539	0.364247833	1.139309274	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	2	3.02	1.7925	0.2425	4.375	0.0488	0.0464	0.1863	0.2327	0.2815	0.950819672	4.768442623	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	3	3.84	2.3325	0.325	2.8825	0.1570	0.0528	0.2915	0.3443	0.5013	0.336305732	2.192993631	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	4	8.06	4.52	0.585	4.6575	1.3624	0.3042	1.4717	1.7759	3.1383	0.223282443	1.303508514	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	5	4.32	2.34	0.3825	5.075	0.1931	0.1129	0.1808	0.2937	0.4868	0.584671155	1.520973589	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	6	4.04	2.595	0.29	2.81	0.1590	0.0131	0.0476	0.0607	0.2197	0.082389937	0.381761006	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	7	4.37	2.5175	0.395	4.4525	0.3218	0.0912	0.2074	0.2986	0.6204	0.283405842	0.927905531	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	8	6.53	4.11	0.5075	4.3925	0.7900	0.1035	0.9458	1.0493	1.8393	0.131012658	1.328227848	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	9	3.15	1.805	0.23	3.2825	0.0719	0.0202	0.1628	0.1830	0.2549	0.280945758	2.545201669	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	4	10	6.67	3.8825	0.5125	4.15	1.6466	0.3221	1.7340	2.0561	3.7027	0.195615207	1.248694279	0.06	64.51	0.32	0.04	0.08	0.338644355	0.22116041	0.8	0.124711316	1.051094891
crassifolia	2	5	1	6.64	3.49	0.47	3.815	0.2856	0.1467	0.5132	0.6599	0.9455	0.513655462	2.31057423	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	2	5.69	3.2375	0.4975	3.44	0.4053	0.0965	0.5359	0.6324	1.0377	0.238095238	1.560325685	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	3	6.75	3.75	0.505	4.3125	0.4747	0.1303	0.7180	0.8483	1.3230	0.274489151	1.787023383	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	4	8.2	4.24	0.5475	4.4275	0.7096	0.1639	0.7169	0.8808	1.5904	0.230975197	1.241262683	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	5	5.76	2.86	0.4575	3.455	0.2373	0.0528	0.6903	0.7431	0.9804	0.222503161	3.13147914	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	6	7.57	3.79	0.53	3.29	0.3131	0.1188	0.4153	0.5341	0.8472	0.379431492	1.705844778	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	7	6.05	3.1375	0.4	4.1775	0.4489	0.1422	1.3536	1.4958	1.9447	0.316774337	3.332145244	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	8	4.42	2.405	0.375	3.455	0.4288	0.2020	0.9439	1.1459	1.5747	0.47108209	2.672341418	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	9	5.31	2.8075	0.4525	5.1625	0.1955	0.0559	0.3890	0.4449	0.6404	0.285933504	2.275703325	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	5	10	6.17	3.1175	0.4575	2.9175	0.2306	0.2026	0.6220	0.8246	1.0552	0.878577624	3.575888985	0.11	72.91	0.37	0.07	0.04	0.382740039	0.405460751	0.925	0.218244804	0.525547445
crassifolia	2	6	1	5.2	2.81	0.445	3.4025	0.2430	0.1960	0.4515	0.6475	0.8905	0.806584362	2.664609053	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	2	4.72	2.3875	0.2475	2.515	0.0975	0.0214	0.0651	0.0865	0.1840	0.219487179	0.887179487	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	3	4.96	2.7775	0.2975	3.0225	0.2992	0.1189	0.3722	0.4911	0.7903	0.397393048	1.641377005	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	4	5.51	3.2775	0.47	3.8125	0.4171	0.1116	0.6049	0.7165	1.1336	0.267561736	1.717813474	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	5	4.86	2.3675	0.3975	4.4225	0.5226	0.2932	0.7983	1.0915	1.6141	0.561040949	2.088595484	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	6	5.46	2.92	0.4175	4.335	0.5891	0.1988	0.4770	0.6758	1.2649	0.337463928	1.147173655	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	7	5.02	3.5025	0.3875	3.655	0.4800	0.1187	0.5438	0.6625	1.1425	0.247291667	1.380208333	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	8	6.48	4.1775	0.5325	4.8	0.9242	0.2776	0.6387	0.9163	1.8405	0.300367886	0.991452067	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	9	4.74	2.4375	0.38	3.2075	0.3996	0.1106	0.6475	0.7581	1.1577	0.276776777	1.897147147	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	2	6	10	5.45	3.1025	0.405	3.555	0.2803	0.1026	0.3961	0.4987	0.7790	0.36603639	1.77916518	0.04	40.44	0.32	0.08	0.04	0.212289222	0.147440273	0.8	0.249422633	0.525547445
crassifolia	3	1	1	4.59	2.515	0.345	2.13	0.3539	0.0658	0.5161	0.5819	0.9358	0.185928228	1.644249788	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	2	3.94	2.5425	0.3925	2.0725	0.3812	0.0552	0.8934	0.9486	1.3298	0.144805876	2.488457503	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	3	4.04	2.49	0.5025	2.945	0.4131	0.0719	0.4160	0.4879	0.9010	0.174049867	1.181069959	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	4	4.65	2.7925	0.39	2.3875	0.4586	0.0462	0.1989	0.2451	0.7037	0.100741387	0.534452682	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	5	4.35	3.0575	0.4925	3.3	0.3552	0.0214	0.2287	0.2501	0.6053	0.060247748	0.70411036	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	6	3.77	2.0075	0.41	3.905	0.6296	0.1130	0.5839	0.6969	1.3265	0.179479034	1.106893266	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	7	4.45	2.9275	0.37	2.5475	0.1837	0.0427	0.3453	0.3880	0.5717	0.232444203	2.112139358	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	8	3.78	2.235	0.435	2.31	0.3110	0.0293	0.1815	0.2108	0.5218	0.094212219	0.677813505	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	9	3.24	2.195	0.3225	2.0575	0.1184	0.0157	0.2734	0.2891	0.4075	0.132601351	2.441722973	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	1	10	3.76	2.3925	0.3175	2.3175	0.1917	0.0179	0.1071	0.1250	0.3167	0.093375065	0.652060511	0.43	127.07	0.62	0.03	0.1	0.667052212	1.584982935	1.55	0.093533487	1.313868613
crassifolia	3	2	1	3.51	2.0025	0.315	2.905	0.1500	0.0181	0.3653	0.3834	0.5334	0.120666667	2.556	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	2	2.98	1.8475	0.3	0.835	0.1535	0.0328	1.0783	1.1111	1.2646	0.213680782	7.238436482	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	3	3.03	1.78	0.365	3.385	0.3784	0.1044	1.1141	1.2185	1.5969	0.27589852	3.220137421	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	4	3.26	1.9325	0.3375	2.57	0.2259	0.0297	0.9622	0.9919	1.2178	0.131474104	4.390880921	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	5	2.89	1.8325	0.3375	2.0625	0.4361	0.2753	0.8100	1.0853	1.5214	0.63127723	2.488649392	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	6	3.07	1.65	0.325	2.7625	0.3247	0.0745	0.8350	0.9095	1.2342	0.229442562	2.80104712	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	7	3.49	1.98	0.3275	3.46	0.4487	0.0806	1.1971	1.2777	1.7264	0.179630042	2.847559617	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	8	3.11	1.7125	0.305	2.3675	0.2681	0.0898	1.3414	1.4312	1.6993	0.334949646	5.338306602	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	9	3.26	1.82	0.3525	2.625	0.3950	0.1137	0.4124	0.5261	0.9211	0.287848101	1.331898734	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	2	10	3.72	1.915	0.355	1.8325	0.7026	0.0285	0.8295	0.8580	1.5606	0.040563621	1.22117848	0.36	232.95	0.58	0.08	0.04	1.222867812	1.326962457	1.45	0.249422633	0.525547445
crassifolia	3	3	1	4.28	1.9	0.3575	3.6925	0.3506	0.0256	1.0198	1.0454	1.3960	0.073017684	2.981745579	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	2	4.19	2.0975	0.395	3.32	0.7076	0.0698	0.6311	0.7009	1.4085	0.098643301	0.990531374	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	3	4.14	2.1725	0.3775	3.87	0.6364	0.1230	0.7004	0.8234	1.4598	0.19327467	1.293840352	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	4	4.15	2.0925	0.355	3.6875	0.6250	0.1429	0.3741	0.5170	1.1420	0.22864	0.8272	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	5	5.46	3.3125	0.4025	3.105	0.3708	0.0579	0.3097	0.3676	0.7384	0.156148867	0.991370011	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	6	5.02	2.695	0.345	3.675	0.5692	0.0152	0.3060	0.3212	0.8904	0.026704146	0.564300773	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	7	5.46	2.585	0.3575	3.7575	0.9507	0.1444	0.4097	0.5541	1.5048	0.151888082	0.582833701	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	8	5.43	2.625	0.3575	3.64	0.3107	0.0284	0.3902	0.4186	0.7293	0.091406501	1.347280335	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	9	3.79	2.8425	0.3575	3.605	0.1518	0.0256	0.1667	0.1923	0.3441	0.168642951	1.266798419	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	3	10	4.18	3.115	0.3325	3.645	0.1454	0.0410	0.1593	0.2003	0.3457	0.281980743	1.377579092	0.56	121.73	0.4	0.1	0.04	0.639019956	2.064163823	1	0.311778291	0.525547445
crassifolia	3	4	1	6.65	4.0825	0.415	3.605	0.8675	0.2827	2.8671	3.1498	4.0173	0.325878963	3.630893372	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	2	6.07	3.3175	0.61	5.415	0.6353	0.3547	0.8902	1.2449	1.8802	0.558318904	1.959546671	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	3	6.95	3.7475	0.4225	4.5425	0.6432	0.3159	1.3857	1.7016	2.3448	0.49113806	2.645522388	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	4	5.01	2.805	0.4225	4.3975	0.8354	0.0632	0.9359	0.9991	1.8345	0.075652382	1.195954034	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	5	6.04	3.335	0.435	4.6625	0.8086	0.0667	0.5971	0.6638	1.4724	0.082488251	0.820925056	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	6	3.4	1.5575	0.2575	3.3575	0.2475	0.1099	0.6426	0.7525	1.0000	0.444040404	3.04040404	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	7	3.41	1.92	0.3525	2.4225	0.1598	0.0746	0.4209	0.4955	0.6553	0.466833542	3.100750939	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	8	6.04	3.3875	0.4625	5.05	0.2403	0.1968	1.2808	1.4776	1.7179	0.81897628	6.148980441	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	9	6.6	3.425	0.4325	5.4675	0.7838	0.1863	0.7396	0.9259	1.7097	0.237688186	1.181296249	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	4	10	6.54	3.1175	0.43	4.8175	0.6406	0.1557	1.6208	1.7765	2.4171	0.243053387	2.773181392	0.3	75.28	0.4	0.1	0.04	0.395181322	1.105802048	1	0.311778291	0.525547445
crassifolia	3	5	1	2.85	1.5725	0.3125	2.1375	0.1688	0.0336	0.6279	0.6615	0.8303	0.199052133	3.918838863	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	2	3.55	2.02	0.3625	2.3025	0.2353	0.1441	0.8083	0.9524	1.1877	0.61240969	4.04759881	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	3	3.16	1.9575	0.33	1.59	0.2457	0.0395	0.6863	0.7258	0.9715	0.160765161	2.954008954	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	4	3.54	1.825	0.28	2.6625	0.1251	0.0409	0.5958	0.6367	0.7618	0.326938449	5.089528377	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	5	2.51	1.645	0.34	2.23	0.1421	0.0335	0.3203	0.3538	0.4959	0.235749472	2.489795918	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	6	3.68	1.9525	0.3725	3.68	0.1983	0.0764	0.6649	0.7413	0.9396	0.385274836	3.73827534	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	7	4.75	2.4	0.3825	3.45	0.4360	0.1808	1.0211	1.2019	1.6379	0.414678899	2.756651376	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	8	4.63	2.32	0.355	3.5025	0.3681	0.0244	0.5899	0.6143	0.9824	0.066286335	1.668839989	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	9	3.37	2.045	0.3125	3.66	0.4288	0.0739	0.4166	0.4905	0.9193	0.172341418	1.143889925	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	5	10	2.99	1.8875	0.335	1.4475	0.1808	0.0188	0.4051	0.4239	0.6047	0.103982301	2.344579646	0.2	26.23	0.17	0.03	0.04	0.137694023	0.737201365	0.425	0.093533487	0.525547445
crassifolia	3	6	1	3.87	1.755	0.32	3.445	0.2392	0.1101	0.8183	0.9284	1.1676	0.460284281	3.881270903	0.17	334.58	0.2	0.06	0.04	1.756373095	0.62662116	0.5	0.187066975	0.525547445
crassifolia	3	6	2	3.8	1.885	0.2375	2.8925	0.0517	0.0430	0.2083	0.2513	0.3030	0.83172147	4.86073501	0.17	334.58	0.2	0.06	0.04	1.756373095	0.62662116	0.5	0.187066975	0.525547445
crassifolia	3	6	3	3.41	2.1575	0.245	3.29	0.1236	0.0519	0.1609	0.2128	0.3364	0.419902913	1.721682848	0.17	334.58	0.2	0.06	0.04	1.756373095	0.62662116	0.5	0.187066975	0.525547445
crassifolia	3	6	4	4.48	1.7975	0.3425	2.6625	0.2250	0.0360	0.6132	0.6492	0.8742	0.16	2.885333333	0.17	334.58	0.2	0.06	0.04	1.756373095	0.62662116	0.5	0.187066975	0.525547445
